2024/10/26 19:30:55 Sender: 192.168.1.183, Receiver: 92.38.180.154, Protocol: TCP
2024/10/26 19:31:52 Sender: 172.64.41.3, Receiver: 192.168.1.183, Protocol: UDP
2024/10/26 19:31:52 Sender: 172.64.41.3, Receiver: 192.168.1.183, Protocol: UDP
2024/10/26 19:31:52 Sender: 172.64.41.3, Receiver: 192.168.1.183, Protocol: UDP
2024/10/26 19:31:52 Sender: 192.168.1.183, Receiver: 172.64.41.3, Protocol: UDP
2024/10/26 19:31:52 Sender: 192.168.1.183, Receiver: 172.64.41.3, Protocol: UDP
2024/10/26 19:31:52 Sender: 172.64.41.3, Receiver: 192.168.1.183, Protocol: UDP
2024/10/26 19:31:52 Sender: 192.168.1.183, Receiver: 172.64.41.3, Protocol: UDP
2024/10/26 19:31:52 Sender: 172.64.41.3, Receiver: 192.168.1.183, Protocol: UDP
2024/10/26 19:31:52 Sender: 172.64.41.3, Receiver: 192.168.1.183, Protocol: UDP
2024/10/26 19:31:52 Sender: 192.168.1.183, Receiver: 172.64.41.3, Protocol: UDP
2024/10/26 19:31:52 Sender: 172.64.41.3, Receiver: 192.168.1.183, Protocol: UDP
2024/10/26 19:31:52 Sender: 192.168.1.183, Receiver: 172.64.41.3, Protocol: UDP
2024/10/26 19:31:52 Sender: 13.89.179.14, Receiver: 192.168.1.183, Protocol: TCP
2024/10/26 19:31:52 Sender: 13.89.179.14, Receiver: 192.168.1.183, Protocol: TCP
2024/10/26 19:31:52 Sender: 13.89.179.14, Receiver: 192.168.1.183, Protocol: TCP
2024/10/26 19:31:52 Sender: 13.89.179.14, Receiver: 192.168.1.183, Protocol: TCP
2024/10/26 19:31:52 Sender: 13.89.179.14, Receiver: 192.168.1.183, Protocol: TCP
2024/10/26 19:31:52 Sender: 192.168.1.183, Receiver: 13.89.179.14, Protocol: TCP
2024/10/26 19:31:52 Sender: 13.89.179.14, Receiver: 192.168.1.183, Protocol: TCP
2024/10/26 19:31:52 Sender: 192.168.1.183, Receiver: 13.89.179.14, Protocol: TCP
2024/10/26 19:31:52 Sender: 13.89.179.14, Receiver: 192.168.1.183, Protocol: TCP
2024/10/26 19:31:54 Sender: 35.203.210.180, Receiver: 192.168.1.183, Protocol: TCP
2024/10/26 19:31:55 Sender: 192.168.1.183, Receiver: 92.38.180.154, Protocol: TCP
2024/10/26 19:31:55 Sender: 92.38.180.154, Receiver: 192.168.1.183, Protocol: TCP
2024/10/26 19:31:57 Sender: 47.245.109.243, Receiver: 192.168.1.183, Protocol: UDP
2024/10/26 19:31:57 Sender: 8.222.236.46, Receiver: 192.168.1.183, Protocol: UDP
2024/10/26 19:31:57 Sender: 8.222.237.95, Receiver: 192.168.1.183, Protocol: UDP
2024/10/26 19:31:57 Sender: 192.168.1.1, Receiver: 224.0.0.1, Protocol: IGMP
2024/10/26 19:31:57 Sender: 192.168.1.183, Receiver: 224.0.0.22, Protocol: IGMP
2024/10/26 19:32:01 Sender: 152.32.157.3, Receiver: 192.168.1.183, Protocol: TCP
2024/10/26 19:32:05 Sender: 192.168.1.183, Receiver: 92.38.180.154, Protocol: TCP
2024/10/26 19:32:05 Sender: 92.38.180.154, Receiver: 192.168.1.183, Protocol: TCP
2024/10/26 19:32:06 Sender: 185.242.226.25, Receiver: 192.168.1.183, Protocol: TCP
2024/10/26 19:32:07 Sender: 192.168.1.1, Receiver: 224.0.0.1, Protocol: IGMP
2024/10/26 19:32:07 Sender: 192.168.1.183, Receiver: 224.0.0.22, Protocol: IGMP
2024/10/26 19:32:11 Sender: 206.168.34.145, Receiver: 192.168.1.183, Protocol: TCP
